anime_id,song_name,type
12365,"#2: ""23:40 (23時40分) feat. Base Ball Bear"" by Hyadain (eps 14-25)",opening_theme
12365,"#1: ""Pride on Everyday"" by Sphere (eps 1-13)",ending_theme
12365,"#2: ""Yume Sketch (夢スケッチ)"" by JAM Project (eps 14-24)",ending_theme
12365,"#3: ""Moshimo no Hanashi (もしもの話)"" by nano.RIPE (ep 25)",ending_theme
6586,"""Yume ni Yell! Patissiere♪ (夢にエール！パティシエール♪)"" by Mayumi Gojou",opening_theme
6586,"""Ichigo no Miracle (いちごのミラクルール)"" by Yukina Sugihara",ending_theme
178,"""Kagami no Naka"" by can/goo",opening_theme
178,"""Hitotsu=Unmei Kyoudoutai"" by can/goo",ending_theme
2787,"#1: ""JOINT"" by Mami Kawada (eps 1-15)",opening_theme
2787,"#2: ""BLAZE"" by KOTOKO (16-24)",opening_theme
2787,"#1: ""Triangle"" by Kawada Mami (eps 1-15)",ending_theme
2787,"#2: ""Sociometry"" by KOTOKO (eps 16-23)",ending_theme
2787,"#3: ""Sense"" by Kawada Mami (ep 24)",ending_theme
4477,"""Sky High!"" by The Gospellers",opening_theme
4477,"""東京 et 巴里 (Tokyo and Paris)"" by Emiri Miyamoto x Solita",ending_theme
853,"""Sakura Kiss"" by Chieko Kawabe",opening_theme
853,"""Shissou"" by Last Alliance",ending_theme
4814,"""Shōdō (衝動)"" by Pigstar",opening_theme
4814,"""Aioi (相生-アイオイ-)"" by JUNED",ending_theme
7054,"""My Secret"" by Saaya Mizuno (水野佐彩)",opening_theme
7054,"#1: ""Yokan (予感)"" by heidi. (eps 1-15)",ending_theme
7054,"#2: ""∞ Loop (∞ループ)"" by heidi. (eps 16-26)",ending_theme
11123,"""Sekai no Hate ni Kimi ga Itemo"" (世界の果てに君がいても) by Shuhei Kita",opening_theme
11123,"""Aikotoba"" (アイコトバ) by Sakura Merry-Men",ending_theme
14227,"""Q&A Recital! (Q&A リサイタル!)"" by Haruka Tomatsu",opening_theme
14227,"""White Wishes"" by 9nine",ending_theme
269,"#01: ""*~Asterisk~ (*～アスタリスク～)"" by Orange Range (eps 1-25)",opening_theme
269,"#02: ""D-tecnolife"" by UVERworld (eps 26-51)",opening_theme
269,"#03: ""Ichirin no Hana (一輪の花)"" by High and Mighty Color (eps 52-74)",opening_theme
269,"#04: ""Tonight, Tonight, Tonight"" by Beat Crusaders (eps 75-97)",opening_theme
269,"#05: ""Rolling star"" by YUI (eps 98-120)",opening_theme
269,"#06: ""ALONES"" by Aqua Timez (eps 121-143)",opening_theme
269,"#07: ""After Dark (アフターダーク)"" by Asian Kung-Fu Generation (eps 144-167)",opening_theme
269,"#08: ""CHU-BURA"" by Kelun (eps 168-189)",opening_theme
269,"#09: ""Velonica"" by Aqua Timez (eps 190-214)",opening_theme
269,"#10: ""Shoujo S (少女S)"" by Scandal (eps 215-242)",opening_theme
269,"#11: ""Anima Rossa (アニマロッサ)"" by Porno Graffitti (eps 243-265)",opening_theme
269,"#12: ""chAngE"" by miwa (eps 266-291)",opening_theme
269,"#13: ""Ranbu no Melody (乱舞のメロディ)"" by SID (eps 292-316)",opening_theme
269,"#14: ""BLUE"" by ViViD (eps 317-342)",opening_theme
269,"#15: ""HARUKAZE"" by Scandal (eps 343-366)",opening_theme
269,"#01: ""Life is Like a Boat"" by Rie Fu (eps 1-13)",ending_theme
269,"#02: ""Thank You!! (サンキュー!!)"" by HOME MADE KAZOKU (eps 14-25)",ending_theme
269,"#03: ""Houkiboshi (ほうき星)"" by Younha (eps 26-38)",ending_theme
269,"#04: ""Happy People"" by Skoop on Somebody (eps 39-51)",ending_theme
269,"#05: ""Life"" by YUI (eps 52-63)",ending_theme
269,"#06: ""My Pace (マイペース)"" by SunSet Swish (eps 64-74)",ending_theme
269,"#07: ""Hanabi"" by Ikimonogakari (eps 75-86)",ending_theme
269,"#08: ""MOVIN!!"" by Takacha (eps 87-97)",ending_theme
269,"#09: ""Baby It&#039;s You"" by JUNE (eps 98-109)",ending_theme
269,"#10: ""Sakura Biyori (桜日和)"" by Mai Hoshimura (eps 110-120)",ending_theme
269,"#11: ""Tsumasaki (爪先)"" by Ore Ska Band (eps 121-131)",ending_theme
269,"#12: ""Daidai (橙)"" by chatmonchy (eps 132-143)",ending_theme
269,"#13: ""Tane wo Maku Hibi (種をまく日々)"" by Atari Kousuke (eps 144-154)",ending_theme
269,"#14: ""Kansha. (感謝.)"" by RSP a.k.a Real Street Project (eps 155-167)",ending_theme
269,"#15: ""Orange (オレンジ)"" by Lil&#039;B a.k.a MIE&AILA (eps 168-179)",ending_theme
269,"#16: ""Gallop (ギャロップ)"" by pe&#039;zmoku (eps 180-189)",ending_theme
269,"#17: ""Hitohira no Hanabira (ヒトヒラのハナビラ)"" by STEREOPONY (eps 190-201)",ending_theme
269,"#18: ""Sky Chord ~Otona ni Naru Kimi he~ (Sky chord~大人になる君へ~)"" by Tsuji Shion (eps 202-214)",ending_theme
269,"#19: ""Kimi wo Mamotte, Kimi wo Aishite (君を守って, 君を愛して)"" by Sambomaster (eps 215-229)",ending_theme
269,"#20: ""Mad Surfer"" by Kenichi Asai (eps 230-242)",ending_theme
269,"#21: ""Sakurabito (さくらびと)"" by SunSet Swish (eps 243-255)",ending_theme
269,"#22: ""Tabidatsu Kimi e (旅立つキミへ)"" by RSP (eps 256-265)",ending_theme
269,"#23: ""Stay Beautiful"" by Diggy-MO&#039; (eps 266-278)",ending_theme
269,"#24: ""Echoes"" by universe (eps 279-291)",ending_theme
269,"#25: ""Last Moment"" by SPYAIR (eps 292-303)",ending_theme
269,"#26: ""Song for..."" by ROOKiEZ is PUNK’D (eps 304-316)",ending_theme
269,"#27: ""Aoi Tori (アオイトリ)"" by fumika (eps 317-329)",ending_theme
269,"#28: ""Haruka Kanata (ハルカカナタ)"" by UNLIMITS (eps 330-342)",ending_theme
269,"#29: ""Re:pray"" by Aimer (eps 343-354)",ending_theme
269,"#30: ""Mask"" by Aqua Timez (eps 355-366)",ending_theme
59,"""Let Me Be With You"" by ROUND TABLE feat. Nino",opening_theme
59,"#1: ""Raison d&#039;Être"" by Rie Tanaka (eps 1-12)",ending_theme
59,"#2: ""Ningyohime"" by Rie Tanaka (eps 13-25)",ending_theme
59,"#3: ""Katakoto no Koi (duet ver.)"" by Rie Tanaka and Tomokazu Sugita (ep 26)",ending_theme
6045,"""Kimi ni Todoke (きみにとどけ)"" by Tanizawa Tomofumi",opening_theme
6045,"""Kataomoi (片想い)"" by Chara",ending_theme
1735,"#01: ""Hero&#039;s Come Back"" by Nobodyknows+ (eps 1-30)",opening_theme
1735,"#02: ""distance"" by LONG SHOT PARTY (eps 31-53)",opening_theme
1735,"#03: ""Blue Bird (ブルーバード)"" by Ikimonogakari (eps 54-77)",opening_theme
1735,"#04: ""CLOSER"" by Inoue Joe (eps 78-102)",opening_theme
1735,"#05: ""Hotaru no Hikari (ホタルノヒカリ)"" by Ikimonogakari (eps 103-128)",opening_theme
1735,"#06: ""Sign"" by FLOW (eps 129-153)",opening_theme
1735,"#07: ""Toumei Datta Sekai (透明だった世界)"" by Motohiro Hata (eps 154-179)",opening_theme
1735,"#08: ""Diver"" by NICO Touches the Walls (eps 180-205)",opening_theme
1735,"#09: ""Lovers (ラヴァーズ)"" by 7!! (eps 206-230)",opening_theme
1735,"#10: ""newsong"" by tacica (eps 231-256)",opening_theme
1735,"#11: ""Totsugeki Rock (突撃ロック)"" by THE CRO-MAGNONS (eps 257-281)",opening_theme
1735,"#12: ""Moshimo"" by Daisuke (eps 282-306)",opening_theme
1735,"#13: ""Niwaka Ame Nimo Makezu (ニワカ雨ニモ負ケズ)"" by NICO Touches the Walls (eps 307-332)",opening_theme
1735,"#14: ""Tsuki no Ookisa (月の大きさ)"" by Nogizaka46 (eps 333-356)",opening_theme
1735,"#15: ""Guren"" by DOES (eps 357-379)",opening_theme
1735,"#16: ""Silhouette (シルエット)"" by KANA-BOON (eps 380-405)",opening_theme
1735,"#17: ""Kaze (風)"" by Yamazaru (eps 406-431)",opening_theme
1735,"#18: ""LINE"" by Sukima Switch (eps 432-458)",opening_theme
1735,"#19: ""Blood Circulator (ブラッドサーキュレーター)"" by Asian Kung-Fu Generation (eps 459-479)",opening_theme
1735,"#20: ""Kara no Kokoro (カラノココロ)"" by Anly (eps 480-500)",opening_theme
1735,"#01: ""Nagare Boshi ~Shooting Star~ (流れ星〜Shooting Star〜)"" by HOME MADE Kazoku (eps 1-18)",ending_theme
1735,"#02: ""Michi ~to you all (道 〜to you all)"" by aluto (eps 19-30)",ending_theme
1735,"#03: ""KIMI MONOGATARI (キミモノガタリ)"" by little by little (eps 31-41)",ending_theme
1735,"#04: ""Mezamero! Yasei (目覚めろ!野性)"" by MATCHY with QUESTION? (eps 42-52)",ending_theme
1735,"#05: ""Sunao na Niji (素直な虹)"" by surface (eps 54-63)",ending_theme
1735,"#06: ""BROKEN YOUTH"" by Nico Touches the Walls (eps 64-77)",ending_theme
1735,"#07: ""Long Kiss Goodbye"" by HALCALI (eps 78-90)",ending_theme
1735,"#08: ""BACCHIKOI!!! (バッチコイ!!!)"" by DEV PARADE (eps 91-102)",ending_theme
1735,"#09: ""Shinkokyuu (深呼吸)"" by SUPER BEAVER (eps 103-115)",ending_theme
1735,"#10: ""My ANSWER"" by SEAMO (eps 116-128)",ending_theme
1735,"#11: ""Omae Dattanda (おまえだったんだ)"" by Kishidan (eps 129-141)",ending_theme
1735,"#12: ""For You"" by AZU (eps 142-153)",ending_theme
1735,"#13: ""Jitensha (自転車)"" by OreSkaBand (eps 154-166)",ending_theme
1735,"#14: ""Utakata Hanabi (うたかた花火)"" by supercell (eps 167-179)",ending_theme
1735,"#15: ""U can do it!"" by DOMINO (eps 180-192)",ending_theme
1735,"#16: ""Mayonaka no Orchestra (真夜中のオーケストラ)"" by Aqua Timez (eps 193-205)",ending_theme
1735,"#17: ""FREEDOM"" by HOME MADE Kazoku (eps 206-218)",ending_theme
1735,"#18: ""Yokubou o Sakebe!!!! (欲望を叫べ!!!!)"" by OKAMOTO&#039;S (eps 219-230)",ending_theme
1735,"#19: ""Place to Try"" by TOTALFAT (eps 231-242)",ending_theme
1735,"#20: ""By My Side (バイマイサイド)"" by Hemenway (eps 243-256)",ending_theme
1735,"#21: ""Cascade (カスケード)"" by UNLIMITS (eps 257-268)",ending_theme
1735,"#22: ""Kono Koe Karashite (この声枯らしてfeat. CHEHON)"" by AISHA feat. CHEHON (eps 269-281)",ending_theme
1735,"#23: ""MOTHER"" by MUCC (eps 282-295)",ending_theme
1735,"#24: ""Sayonara Memory (さよならメモリー)"" by 7!! (eps 296-306)",ending_theme
1735,"#25: ""I Can Hear"" by DISH// (eps 307-319)",ending_theme
1735,"#26: ""Yume wo Daite ~Hajimari no Crissroad~ (夢を抱いて〜はじまりのクリスロード〜)"" by Rake (eps 320-332)",ending_theme
1735,"#27: ""Black Night Town (ブラックナイトタウン)"" by Akihisa Kondou (eps 333-343)",ending_theme
1735,"#28: ""Niji (虹)"" by Shinkuu Horou (真空ホロウ) (eps 344-356)",ending_theme
1735,"#29: ""FLAME"" by DISH// (eps 357-366)",ending_theme
1735,"#30: ""Never Change feat.Lyu:Lyu"" by SHUN (eps 367-379)",ending_theme
1735,"#31: ""Dame Dame da (だめだめだ)"" by Shiori Tomita (eps 380-393)",ending_theme
1735,"#32: ""Spinning World"" by Diana Garnet (eps 394-405)",ending_theme
1735,"#33: ""Kotoba no Iranai Yakusoku (言葉のいらない約束)"" by sana (eps 406-417)",ending_theme
1735,"#34: ""Niji no Sora (虹の空)"" by FLOW (eps 418-431)",ending_theme
1735,"#35: ""Trouble Maker (トラブルメイカー)"" by KANIKAPILA (eps 432-443)",ending_theme
1735,"#36: ""Sonna Kimi, Konna Boku (そんな君、こんな僕)"" by Thinking Dogs (eps 444-454)",ending_theme
1735,"#37: ""Ao no Lullaby (青のララバイ)"" by Kuroneko Chelsea (eps 455-466)",ending_theme
1735,"#38: ""Pino to Amélie (ピノとアメリ)"" by Huwie Ishizaki (eps 467-479)",ending_theme
1735,"#39: ""Tabidachi no Uta (旅立ちの唄)"" by Ayumikurikamaki (eps 480-488)",ending_theme
1735,"#40: ""Zetsu Zetsu (『絶絶（ぜつぜつ）)"" by Swimy (eps 489-500)",ending_theme
210,"#1: ""Jaja Uma ni Sasenai de"" by Etsuko Nishio (eps 1-18).",opening_theme
210,"#2: ""Little ★ Date"" by ribbon (eps 25-41).",opening_theme
210,"#3: ""Omoide ga Ippai"" by CoCo (eps 42-63).",opening_theme
210,"#4: ""Zettai! Part 2"" by Yoshie Hayasaka (eps 64-87).",opening_theme
210,"#5: ""Chikyuu Orchestra"" by KUSUKUSU (eps 88-117).",opening_theme
210,"#6: ""Mou Nakanaide"" by Azusa Senou (eps 118-135).",opening_theme
210,"#7: ""Love Seeker CAN&#039;T STOP IT"" by VisioN (eps 136-161).",opening_theme
210,"#1: ""Platonic Tsuranuite"" by Kaori Sakagami (eps 1-13).",ending_theme
210,"#2: ""Equal Romance"" by CoCo (eps 14-18).",ending_theme
210,"#3: ""〜Don&#039;t mind lay-lay Boy〜"" by Etsuko Nishio (eps 19-30).",ending_theme
210,"#4: ""Lambada☆RANMA"" by The Ranma 1/2 Operatic Troupe (eps 42-56).",ending_theme
210,"#5: ""Present"" by Tokyo Shounen (eps 57-72).",ending_theme
210,"#6: ""Friends"" by YAWMIN (eps 73-87).",ending_theme
210,"#7: ""Hinageshi"" by Michiyo Nakajima (eps 88-117).",ending_theme
210,"#8: ""POSITIVE"" by Miho Morikawa (eps 118-135).",ending_theme
210,"#9: ""Niji to Taiyou no Oka"" by Piyo Piyo (eps 136-161).",ending_theme
4224,"#1: ""Pre-Parade (プレパレード)"" by Rie Kugimiya, Yui Horie, and Eri Kitamura (eps 1-16)",opening_theme
4224,"#2: ""silky heart"" by Yui Horie (eps 17-24)",opening_theme
4224,"#1: ""Vanilla Salt (バニラソルト)"" by Yui Horie (eps 1-16)",ending_theme
4224,"#2: ""Orange (オレンジ)"" by Rie Kugimiya, Yui Horie, and Eri Kitamura (eps 17-18, 20-25)",ending_theme
4224,"#3: ""Holy Night (ホーリーナイト)"" by Rie Kugimiya and Eri Kitamura (ep 19)",ending_theme
10030,"""Dream of Life"" by Shohei Itou (伊藤祥平)",opening_theme
10030,"#1: ""monochrome rainbow"" by Tommy heavenly6 (eps 1-16)",ending_theme
10030,"#2: ""Parallel= (パラレル＝)"" by Fumiya Sashida (指田郁也) (eps 17-24)",ending_theme
10030,"#3: ""Dream of Life"" by Shohei Itou (伊藤祥平) (ep 25)",ending_theme
74,"""Pikapika no Taiyou"" by Ueda, Kana",opening_theme
74,"""Shiawase no Niji"" by Ueda Kana & Kugimiya Rie",ending_theme
4722,"#1: ""Dream Star"" by the generous (ep 1-19)",opening_theme
4722,"#2: ""Renaissance"" by the generous (ep 20-25)",opening_theme
4722,"#1: ""Namida (ナミダ)"" by 2BACKKA (ep 1-19)",ending_theme
4722,"#2: ""Eien （永遠）"" by Yuusaku Kiyama (ep 20-24)",ending_theme
4722,"#3: ""Dream Star"" by the generous (ep. 25)",ending_theme
14397,"""STAR"" by 99RadioService",opening_theme
14397,"#1: ""Akanezora (茜空)"" by Asami Seto (eps 1-24)",ending_theme
14397,"#2: ""YOUTHFUL ~from Studio Yamato~"" by 99RadioService (ep 25)",ending_theme
1557,"""Egao no Wake"" by Kaori Hikita",opening_theme
1557,"#1: ""Yakusoku"" by Saori Kiuji",ending_theme
1557,"#2: ""Roku Tousei"" by Kaida Yuki (ep 26)",ending_theme
10800,"""YOUTHFUL"" by 99RadioService",opening_theme
10800,"#1: ""Soshite Ima (そしていま)"" by Asami Seto (eps 1-24)",ending_theme
10800,"#2: ""YOUTHFUL ~from Studio Yamato~"" by 99RadioService (ep 25)",ending_theme
3731,"""Kimi, Meguru, Boku (キミ、メグル、ボク)"" by Motohiro Hata",opening_theme
3731,"#1: ""Kataomoi Fighter (片思いファイター)"" by GO!GO!7188 (eps 1-12)",ending_theme
3731,"#2: ""Jikan yo Tomare"" by AZU (eps 13-23)",ending_theme
3731,"#3: ""Kimi, Meguru, Boku (キミ、メグル、ボク)"" by Motohiro Hata (ep 24)",ending_theme
9513,"#1: ""Dadada"" by GROUP Tamashii (eps 1-10)",opening_theme
9513,"#2: ""Hajimaru no wa, Sayonara"" by ON/OFF (eps 11-23)",opening_theme
9513,"#3: ""Hey!!!"" by FLOW (eps 24-35)",opening_theme
9513,"#4: ""Baby U!"" by MBLAQ (eps 36-48)",opening_theme
9513,"#5: ""Only you- Kimi tono Kizuna -"" by Lc5 (eps 49-60)",opening_theme
9513,"#1: ""Answer"" by NO3B (eps 1-10)",ending_theme
9513,"#2: ""Tsuyogari"" by Shoko Nakagawa (eps 11-23)",ending_theme
9513,"#3: ""Nanairo Namida"" by Tomato n&#039; Pine (eps 24-35)",ending_theme
9513,"#4: ""Papepipu♪ Papipepu♪ Papepipupo♪"" by Sasaki Nozomi (eps 36-48)",ending_theme
9513,"#5: ""Shojo Traveler"" by 9nine (eps 49-59)",ending_theme
9513,"#6: ""Dadada"" by GROUP Tamashii (ep 60)",ending_theme
5835,"""Change"" by J-Min",opening_theme
5835,"""One"" by J-Min",ending_theme
9863,"#01: ""Kakko Warui I love you! (カッコ悪いI love you!)"" by French Kiss (eps 2-17)",opening_theme
9863,"#02: ""Michi (道)"" by The Sketchbook (eps 18-26)",opening_theme
9863,"#03: ""Graffiti"" by Gackt (eps 27-39)",opening_theme
9863,"#04: ""Message"" by The Sketchbook (eps 40-46, 48-51)",opening_theme
9863,"#05: ""Reboot"" by everset (eps 53-63)",opening_theme
9863,"#06: ""Clear"" by The Sketchbook (eps 65-76)",opening_theme
9863,"#01: ""Kakko Warui I love you! (カッコ悪いI love you!)"" by French Kiss (ep 1, 51)",ending_theme
9863,"#02: ""Comic Sonic"" by The Pillows (eps 2-16)",ending_theme
9863,"#03: ""Funny Bunny (Rock Stock Version)"" by The Pillows (ep 17)",ending_theme
9863,"#04: ""Clover (クローバー)"" by The Sketchbook (eps 18-24, 26)",ending_theme
9863,"#05: ""Kioku (キヲク)"" by The Sketchbook (eps 25)",ending_theme
9863,"#06: ""Milk to Chocolate (ミルクとチョコレート)"" by ChocoLe (eps 27-36, 38-39)",ending_theme
9863,"#07: ""HERO"" by The Sketchbook (ep 37)",ending_theme
9863,"#08: ""Party! Hallelujah! (パーリー!ハレルヤ!)"" by SKET ROCK (Yusuke Fujisaki [CV: Hiroyuki Yoshino], Sasuke Tsubaki [CV: Hiro Shimono], Kazuyoshi Usui [CV: Tomokazu Sugita], Soujirou Agata [CV: Tomokazu Seki]) (eps 40-46, 49-50)",ending_theme
9863,"#09: ""Message"" by The Sketchbook (ep 47)",ending_theme
9863,"#10: ""Birthday"" by The Sketchbook (ep 48)",ending_theme
9863,"#11: ""Colors"" by The Sketchbook (ep 52-61, 63)",ending_theme
9863,"#12: ""Sekai wa Okujou de Miwataseta (世界は屋上で見渡せた)"" by SKET x Sketch (eps 65-69, 71-72, 74-75)",ending_theme
9863,"#13: ""Sekai wa Okujou de Miwataseta: Gasshou Ver. (世界は屋上で見渡せた ~合唱 Ver.~)"" by Kaimei Gakuen Seitokai Shikko-bu (開盟学園生徒会執行部) (ep 70)",ending_theme
9863,"#14: ""Startup"" by The Sketchbook (ep 77)",ending_theme
7817,"""Oshiete A to Z (おしえて A to Z)"" by Yukari Tamura",opening_theme
7817,"#1: ""Hadashi no Princess (裸足のプリンセス)"" by Yukari Tamura (eps 1-11)",ending_theme
7817,"#2: ""Oshiete A to Z (おしえて A to Z)"" by Yukari Tamura (ep 12)",ending_theme
966,"#01: ""Doubutsuen wa Taihen da"" by Tune&#039;s",opening_theme
966,"#02: ""Yume no End wa Itsumo Mezamashi!"" by B.B.Queens",opening_theme
966,"#03: ""Bakappo de Go!"" by Akiko Yajima",opening_theme
966,"#04: ""Ora wa Ninkimono"" by Akiko Yajima",opening_theme
966,"#05: ""Nenjuu Muchuu ~I Want You~"" by Puppy",opening_theme
966,"#06: ""Tobe Tobe Onei-san"" by Akiko Yajima & Tesshou Genda",opening_theme
966,"#07: ""Dame Dame no Uta"" by Lady Q, Akiko Yajima & Miki Narahashi",opening_theme
966,"#08: ""Pleasure"" by Tomomi Kahala",opening_theme
966,"#09: ""Leisurely De-o!"" by Akiko Yajima",opening_theme
966,"#10: ""Leisurely De-o! ~Crayon Friends 2007 Version~"" by Akiko Yajima and AKB48",opening_theme
966,"#11: ""Leisurely De-o! (Regular Version)"" by Akiko Yajima and AKB48",opening_theme
966,"#12: ""Hapihapi"" by Becky♪♯",opening_theme
966,"#13: ""T.W.L"" by Kan Jani Eight (関ジャニ∞)",opening_theme
966,"#14: ""Kibou Sanmyaku (希望山脈)"" by Watari Rouka wa Shiritai 7 (渡り廊下走り隊7)",opening_theme
966,"#15: ""Kimi ni 100 Percent (キミに100パーセント)"" by Kyary Pamyu Pamyu",opening_theme
966,"#01: ""Uta wo Utaou"" by Daiji-Man Brothers Band",ending_theme
966,"#02: ""Sunao ni Naritai"" by Hiromi Yonemura",ending_theme
966,"#03: ""Do-shite"" by Sakurakko Club - Sakura-kumi",ending_theme
966,"#04: ""Reggae"" by Kotone",ending_theme
966,"#05: ""Party Join Us Daisakusen"" by Maron Koushaku & Akiko Yajima",ending_theme
966,"#06: ""Shin-chan Ondo"" by Haruo Minami & Akiko Yajima",ending_theme
966,"#07: ""Boys Be Brave ~Shounen yo Yuuki wo Mote~"" by Aki Okui",ending_theme
966,"#08: ""Tsukiakari Funwari Ochitekuru Yoru"" by Nanami Ogawa",ending_theme
966,"#09: ""Suki Suki - My Girl"" by L&#039;luvia",ending_theme
966,"#10: ""Ora wa Ninkimono"" by Akiko Yajima, Keiji Fujiwara & Miki Narahashi",ending_theme
966,"#11: ""Sayonara Arigatou"" by Sachiko Kobayashi",ending_theme
966,"#12: ""Kyou wa Date"" by Kamaboko",ending_theme
966,"#13: ""Genki de Ite ne"" by Sachiko Kobayashi",ending_theme
966,"#14: ""Zentaiteki ni Daisuki Desu."" by Sheki-Dol",ending_theme
966,"#15: ""Nichuu no Fantasy ~Taiiku wo Yasumi Onna no Ko Hen~"" by Dance Man",ending_theme
966,"#16: ""Mama to no O-yakusoku Joukou no Uta"" by Akiko Yajima & Miki Narahashi",ending_theme
966,"#17: ""Konna Toki ni Koso Yakiniku ga Aru"" by the Nohara Family All Stars",ending_theme
966,"#18: ""OLA!!"" by Yuzu",ending_theme
120,"""For Fruits Basket (For フルーツバスケット)"" by Ritsuko Okazaki",opening_theme
120,"#1: ""Chiisana Inori (小さな祈り)"" by Ritsuko Okazaki (eps 1-24, 26)",ending_theme
120,"#2: ""Serenade (セレナーデ) Pf Solo Ver."" by Ritsuko Okazaki (ep 25)",ending_theme
957,"""Hajimari no Kaze"" by Ayaka Hirahara",opening_theme
957,"""Saikou no Kataomoi"" by Sachi Tainaka",ending_theme
21,"#01: ""We Are! (ウィーアー!)"" by Hiroshi Kitadani (eps 1-47)",opening_theme
21,"#02: ""Believe"" by Folder5 (eps 48-115)",opening_theme
21,"#03: ""Hikari E (ヒカリヘ)"" by The Babystars (eps 116-168)",opening_theme
21,"#04: ""Bon Voyage!"" by Bon-Bon Blanco (eps 169-206)",opening_theme
21,"#05: ""Kokoro no Chizu (ココロのちず)"" by BOYSTYLE (eps 207-263)",opening_theme
21,"#06: ""Brand New World"" by D-51 (eps 264-278)",opening_theme
21,"#07: ""We Are! (ウィーアー! 〜7人の麦わら海賊団篇〜)"" by the Straw Hat Pirates (eps 279-283)",opening_theme
21,"#08: ""Crazy Rainbow"" by Tackey & Tsubasa (eps 284-325)",opening_theme
21,"#09: ""Jungle P"" by 5050 (eps 326-372)",opening_theme
21,"#10: ""We Are (ウィーアー! 〜10周年Ver.〜)"" by TVXQ (eps 373-394)",opening_theme
21,"#11: ""Share the World"" by TVXQ (eps 395-425)",opening_theme
21,"#12: ""Kaze wo Sagashite (風をさがして)"" by Straw Hat Crew and Mari Yaguchi (eps 426-458)",opening_theme
21,"#13: ""One Day"" by The Rootless (eps 459-491)",opening_theme
21,"#14: ""Fight Together"" by Namie Amuro (eps 493-516)",opening_theme
21,"#15: ""We go! (ウィーゴー!)"" by Hiroshi Kitadani (eps 517-541, 543-589)",opening_theme
21,"#16: ""Hands Up!"" by Kouta Shinzato (eps 591-628)",opening_theme
21,"#17: ""Wake up!"" by AAA (eps 629-686)",opening_theme
21,"#18: ""Hard Knock Days"" by GENERATIONS from EXILE TRIBE (eps 687-746)",opening_theme
21,"#19: ""We can! (ウィーキャン!)"" by Kishidan and Hiroshi Kitadani (eps 747-806)",opening_theme
21,"#20 ""Hope"" by Namie Amuro (eps 807-)",opening_theme
21,"#01: ""memories"" by Maki Otsuki (eps 1-30)",ending_theme
21,"#02: ""RUN! RUN! RUN!"" by Maki Otsuki (eps 31-63)",ending_theme
21,"#03: ""Watashi ga iru Yo (私がいるよ)"" by TOMATO CUBE (eps 64-73)",ending_theme
21,"#04: ""Souchinosuke (しょうちのすけ)"" by Suitei-Shoujo (eps 74-81)",ending_theme
21,"#05: ""BEFORE DAWN"" by AI-SACHI (eps 82-94)",ending_theme
21,"#06: ""fish"" by The Kaleidoscope (eps 95-106)",ending_theme
21,"#07: ""GLORY -Kimi ga iru Kara- (GLORY-君がいるから-)"" by Takako Uehara (eps 107-118)",ending_theme
